File;Algorithm;Time
D:\Users\Beier\Documents\MasterThesis\Graphs\ComputerVision\KZ2-tsukuba\KZ2-tsukuba7.max;BKLib;2.72283
D:\Users\Beier\Documents\MasterThesis\Graphs\ComputerVision\KZ2-tsukuba\KZ2-tsukuba7.max;BKLib;2.7115
D:\Users\Beier\Documents\MasterThesis\Graphs\ComputerVision\KZ2-tsukuba\KZ2-tsukuba7.max;BKLib;2.76411
D:\Users\Beier\Documents\MasterThesis\Graphs\ComputerVision\KZ2-tsukuba\KZ2-tsukuba0.max;BKLib;2.98207
D:\Users\Beier\Documents\MasterThesis\Graphs\ComputerVision\KZ2-tsukuba\KZ2-tsukuba0.max;BKLib;2.94919
D:\Users\Beier\Documents\MasterThesis\Graphs\ComputerVision\KZ2-tsukuba\KZ2-tsukuba0.max;BKLib;2.98355
D:\Users\Beier\Documents\MasterThesis\Graphs\ComputerVision\KZ2-tsukuba\KZ2-tsukuba3.max;BKLib;2.49035
D:\Users\Beier\Documents\MasterThesis\Graphs\ComputerVision\KZ2-tsukuba\KZ2-tsukuba3.max;BKLib;2.91484
D:\Users\Beier\Documents\MasterThesis\Graphs\ComputerVision\KZ2-tsukuba\KZ2-tsukuba3.max;BKLib;2.45458
D:\Users\Beier\Documents\MasterThesis\Graphs\ComputerVision\KZ2-venus\KZ2-venus15.max;BKLib;3.7967
D:\Users\Beier\Documents\MasterThesis\Graphs\ComputerVision\KZ2-venus\KZ2-venus15.max;BKLib;3.7498
D:\Users\Beier\Documents\MasterThesis\Graphs\ComputerVision\KZ2-venus\KZ2-venus15.max;BKLib;3.74988
D:\Users\Beier\Documents\MasterThesis\Graphs\ComputerVision\KZ2-sawtooth\KZ2-sawtooth9.max;BKLib;3.0172
D:\Users\Beier\Documents\MasterThesis\Graphs\ComputerVision\KZ2-sawtooth\KZ2-sawtooth9.max;BKLib;3.02318
D:\Users\Beier\Documents\MasterThesis\Graphs\ComputerVision\KZ2-sawtooth\KZ2-sawtooth9.max;BKLib;2.96954
D:\Users\Beier\Documents\MasterThesis\Graphs\ComputerVision\KZ2-venus\KZ2-venus13.max;BKLib;4.9164
D:\Users\Beier\Documents\MasterThesis\Graphs\ComputerVision\KZ2-venus\KZ2-venus13.max;BKLib;5.35677
D:\Users\Beier\Documents\MasterThesis\Graphs\ComputerVision\KZ2-venus\KZ2-venus13.max;BKLib;4.88145
